id,sheep.yr,age,surv,wt,wtt1,rec,rec1.wt,rec2.wt,mean.off.mass,pop.size
1875,1990,4,1,24.6,25,2,12.2,14.2,13.2,290
1875,1991,5,0,25,NA,1,NA,NA,NA,414
1877,1987,1,1,19.5,21,1,16,NA,16,331
1877,1988,2,1,21,NA,0,NA,NA,NA,457
1877,1989,3,1,NA,24.8,1,12.1,NA,12.1,211
1877,1990,4,1,24.8,NA,0,NA,NA,NA,290
1877,1991,5,1,NA,24.9,0,NA,NA,NA,414
1877,1992,6,1,24.9,NA,1,NA,NA,NA,321
1877,1993,7,1,NA,25,1,NA,NA,NA,443
1877,1994,8,1,25,NA,0,NA,NA,NA,435
1877,1995,9,1,NA,NA,1,NA,NA,NA,357
1877,1996,10,1,NA,NA,1,NA,NA,NA,575
1880,1987,1,1,17.4,19.8,1,12,NA,12,331
1880,1988,2,1,19.8,24.4,0,NA,NA,NA,457
1880,1989,3,1,24.4,26.4,1,17.1,NA,17.1,211
1880,1990,4,1,26.4,25.1,0,NA,NA,NA,290
1880,1991,5,1,25.1,24,0,NA,NA,NA,414
1880,1992,6,1,24,25.8,0,NA,NA,NA,321
1880,1993,7,1,25.8,NA,0,NA,NA,NA,443
1880,1994,8,1,NA,NA,1,NA,NA,NA,435
1880,1995,9,1,NA,24.2,0,NA,NA,NA,357
1880,1996,10,1,24.2,25.4,0,NA,NA,NA,575
1882,1987,1,1,NA,21,1,14.2,NA,14.2,331
1882,1988,2,1,21,NA,0,NA,NA,NA,457
1882,1989,3,1,NA,NA,0,NA,NA,NA,211
1882,1990,4,1,NA,21.2,0,NA,NA,NA,290
1882,1991,5,1,21.2,21,0,NA,NA,NA,414
1882,1992,6,1,21,NA,2,NA,NA,NA,321
1882,1993,7,1,NA,NA,1,NA,NA,NA,443
1882,1994,8,0,NA,NA,0,NA,NA,NA,435
1885,1987,1,1,14.5,21.6,0,NA,NA,NA,331
1885,1988,2,1,21.6,NA,0,NA,NA,NA,457
1885,1989,3,1,NA,NA,1,NA,NA,NA,211
1885,1990,4,1,NA,26.7,0,NA,NA,NA,290
1885,1991,5,1,26.7,25.4,1,15.9,NA,15.9,414
1885,1992,6,1,25.4,28.1,0,NA,NA,NA,321
1885,1993,7,1,28.1,25.9,0,NA,NA,NA,443
1885,1994,8,0,25.9,NA,0,NA,NA,NA,435
1886,1987,1,NA,NA,NA,0,NA,NA,NA,331
1886,1988,2,NA,NA,NA,0,NA,NA,NA,457
1886,1989,3,NA,NA,23.7,0,NA,NA,NA,211
1886,1990,4,1,23.7,23.3,1,15.4,NA,15.4,290
1886,1991,5,1,23.3,23.2,0,NA,NA,NA,414
1886,1992,6,1,23.2,23.5,0,NA,NA,NA,321
1886,1993,7,1,23.5,23,1,16.1,NA,16.1,443
1886,1994,8,1,23,NA,0,NA,NA,NA,435
1886,1995,9,1,NA,22.3,1,10.6,NA,10.6,357
1886,1996,10,1,22.3,22.4,0,NA,NA,NA,575
1887,1987,1,1,17.1,21.5,0,NA,NA,NA,331
1887,1988,2,1,21.5,18.2,1,15.8,NA,15.8,457
1887,1989,3,1,18.2,NA,1,NA,NA,NA,211
1887,1990,4,1,NA,23.8,1,14.2,NA,14.2,290
1887,1991,5,1,23.8,NA,1,NA,NA,NA,414
1887,1992,6,1,NA,NA,1,NA,NA,NA,321
1887,1993,7,1,NA,23.6,1,15,NA,15,443
1887,1994,8,0,23.6,NA,0,NA,NA,NA,435
1888,1987,1,NA,NA,NA,0,NA,NA,NA,331
1888,1988,2,NA,NA,NA,0,NA,NA,NA,457
1888,1989,3,NA,NA,27,0,NA,NA,NA,211
1888,1990,4,1,27,25.8,2,11.7,10.6,11.15,290
1888,1991,5,1,25.8,NA,1,NA,NA,NA,414
1888,1992,6,1,NA,NA,2,NA,NA,NA,321
1888,1993,7,1,NA,26,1,13.6,NA,13.6,443
1888,1994,8,0,26,NA,0,NA,NA,NA,435
1891,1987,1,1,15.5,21,0,NA,NA,NA,331
1891,1988,2,1,21,23.2,0,NA,NA,NA,457
1891,1989,3,1,23.2,26.7,1,14.6,NA,14.6,211
1891,1990,4,1,26.7,25.9,0,NA,NA,NA,290
1891,1991,5,1,25.9,NA,0,NA,NA,NA,414
1891,1992,6,1,NA,NA,1,NA,NA,NA,321
1891,1993,7,1,NA,NA,1,14,NA,14,443
1891,1994,8,1,NA,NA,1,NA,NA,NA,435
1891,1995,9,1,NA,25,1,14.7,NA,14.7,357
1891,1996,10,1,25,25,0,NA,NA,NA,575
1897,1987,1,1,NA,NA,1,NA,NA,NA,331
1897,1988,2,1,NA,NA,0,NA,NA,NA,457
1897,1989,3,NA,NA,NA,0,NA,NA,NA,211
1899,1987,1,1,19,24.7,0,NA,NA,NA,331
1899,1988,2,1,24.7,NA,1,NA,NA,NA,457
1899,1989,3,1,NA,NA,2,NA,NA,NA,211
1899,1990,4,1,NA,29,1,13.2,NA,13.2,290
1899,1991,5,1,29,26.8,0,NA,NA,NA,414
1899,1992,6,1,26.8,30.6,0,NA,NA,NA,321
1899,1993,7,1,30.6,32.8,1,13.8,NA,13.8,443
1899,1994,8,0,32.8,NA,0,NA,NA,NA,435
1908,1988,1,0,18.8,NA,0,NA,NA,NA,457
1916,1988,1,0,12.2,NA,0,NA,NA,NA,457
1917,1988,1,0,NA,NA,0,NA,NA,NA,457
1919,1988,1,0,16.6,NA,0,NA,NA,NA,457
1923,1988,1,0,NA,NA,0,NA,NA,NA,457
1925,1988,1,0,16.7,NA,0,NA,NA,NA,457
1929,1988,1,0,13.2,NA,0,NA,NA,NA,457
1932,1988,1,0,9.5,NA,0,NA,NA,NA,457
1933,1988,1,0,11.8,NA,0,NA,NA,NA,457
1936,1988,1,1,NA,NA,0,NA,NA,NA,457
1938,1988,1,0,NA,NA,0,NA,NA,NA,457
1940,1988,1,0,NA,NA,0,NA,NA,NA,457
1941,1988,1,0,15.8,NA,0,NA,NA,NA,457
1944,1988,1,0,15.2,NA,0,NA,NA,NA,457
1947,1988,1,0,NA,NA,0,NA,NA,NA,457
1949,1988,1,1,18.3,NA,0,NA,NA,NA,457
1949,1989,2,0,NA,NA,0,NA,NA,NA,211
1950,1988,1,1,NA,NA,0,NA,NA,NA,457
1951,1988,1,0,NA,NA,0,NA,NA,NA,457
1952,1988,1,0,15.2,NA,0,NA,NA,NA,457
1953,1988,1,0,15.8,NA,0,NA,NA,NA,457
1957,1988,1,0,NA,NA,0,NA,NA,NA,457
1962,1988,1,0,13.4,NA,0,NA,NA,NA,457
1966,1988,1,0,14.4,NA,0,NA,NA,NA,457
1968,1988,1,0,15.1,NA,0,NA,NA,NA,457
1971,1988,1,0,NA,NA,0,NA,NA,NA,457
1974,1988,1,0,16,NA,0,NA,NA,NA,457
1979,1988,1,0,NA,NA,0,NA,NA,NA,457
1981,1988,1,1,NA,NA,0,NA,NA,NA,457
1981,1989,2,1,NA,NA,0,NA,NA,NA,211
1981,1990,3,1,NA,NA,0,NA,NA,NA,290
1981,1991,4,1,NA,21.1,0,NA,NA,NA,414
1981,1992,5,1,21.1,NA,0,NA,NA,NA,321
1981,1993,6,1,NA,NA,0,NA,NA,NA,443
1981,1994,7,0,NA,NA,0,NA,NA,NA,435
1988,1988,1,0,13.4,NA,0,NA,NA,NA,457
1989,1988,1,0,16.4,NA,0,NA,NA,NA,457
1990,1988,1,0,12.2,NA,0,NA,NA,NA,457
1992,1988,1,0,NA,NA,0,NA,NA,NA,457
1993,1988,1,0,15.2,NA,0,NA,NA,NA,457
1994,1988,1,0,15.3,NA,0,NA,NA,NA,457
1995,1988,1,0,NA,NA,0,NA,NA,NA,457
2003,1988,1,0,NA,NA,0,NA,NA,NA,457
2004,1988,1,0,NA,NA,0,NA,NA,NA,457
2005,1988,1,0,NA,NA,0,NA,NA,NA,457
2006,1988,1,0,NA,NA,0,NA,NA,NA,457
2008,1988,1,0,14,NA,0,NA,NA,NA,457
2009,1988,1,0,NA,NA,0,NA,NA,NA,457
2010,1988,1,0,13.5,NA,0,NA,NA,NA,457
2011,1988,1,0,NA,NA,0,NA,NA,NA,457
2012,1988,1,0,NA,NA,0,NA,NA,NA,457
2013,1988,1,0,NA,NA,0,NA,NA,NA,457
2015,1988,1,0,NA,NA,0,NA,NA,NA,457
2018,1988,1,0,16,NA,0,NA,NA,NA,457
2022,1988,1,0,NA,NA,0,NA,NA,NA,457
2023,1988,1,0,18.2,NA,1,NA,NA,NA,457
2024,1988,1,0,NA,NA,0,NA,NA,NA,457
2025,1988,1,0,NA,NA,0,NA,NA,NA,457
2030,1988,1,0,16.6,NA,0,NA,NA,NA,457
2031,1988,1,0,NA,NA,0,NA,NA,NA,457
2032,1988,1,0,11.4,NA,0,NA,NA,NA,457
2044,1988,1,0,14.2,NA,0,NA,NA,NA,457
2045,1988,1,0,10.3,NA,0,NA,NA,NA,457
2046,1988,1,0,NA,NA,0,NA,NA,NA,457
2051,1988,1,0,12.4,NA,0,NA,NA,NA,457
2052,1988,1,0,NA,NA,0,NA,NA,NA,457
2053,1988,1,NA,NA,NA,0,NA,NA,NA,457
2053,1989,2,0,NA,NA,0,NA,NA,NA,211
2055,1988,1,0,NA,NA,0,NA,NA,NA,457
2056,1988,1,0,11.4,NA,0,NA,NA,NA,457
2057,1988,1,0,13.7,NA,0,NA,NA,NA,457
2058,1988,1,0,15.2,NA,0,NA,NA,NA,457
2059,1988,1,0,12,NA,0,NA,NA,NA,457
2060,1988,1,0,11.5,NA,0,NA,NA,NA,457
2061,1988,1,0,18.6,NA,0,NA,NA,NA,457
2063,1988,1,0,16.8,NA,0,NA,NA,NA,457
2064,1988,1,1,16.2,20.2,0,NA,NA,NA,457
2064,1989,2,1,20.2,NA,0,NA,NA,NA,211
2064,1990,3,1,NA,22.2,0,NA,NA,NA,290
2064,1991,4,1,22.2,24,0,NA,NA,NA,414
2064,1992,5,1,24,27.5,0,NA,NA,NA,321
2064,1993,6,1,27.5,NA,0,NA,NA,NA,443
2064,1994,7,1,NA,NA,0,NA,NA,NA,435
2064,1995,8,1,NA,22.3,0,NA,NA,NA,357
2064,1996,9,0,22.3,NA,0,NA,NA,NA,575
2066,1988,1,1,15,NA,0,NA,NA,NA,457
2066,1989,2,1,NA,NA,0,NA,NA,NA,211
2066,1990,3,1,NA,21.9,0,NA,NA,NA,290
2066,1991,4,1,21.9,22.2,1,12.3,NA,12.3,414
2066,1992,5,1,22.2,23.2,1,15,NA,15,321
2066,1993,6,1,23.2,NA,1,NA,NA,NA,443
2066,1994,7,1,NA,NA,1,12.2,NA,12.2,435
2066,1995,8,1,NA,NA,0,NA,NA,NA,357
2066,1996,9,1,NA,NA,1,NA,NA,NA,575
2067,1988,1,1,14,20.7,0,NA,NA,NA,457
2067,1989,2,1,20.7,23.8,1,12,NA,12,211
2067,1990,3,1,23.8,20.4,0,NA,NA,NA,290
2067,1991,4,0,20.4,NA,0,NA,NA,NA,414
2068,1988,1,1,18.2,NA,0,NA,NA,NA,457
2068,1989,2,1,NA,25,0,NA,NA,NA,211
2068,1990,3,1,25,NA,0,NA,NA,NA,290
2068,1991,4,1,NA,NA,0,NA,NA,NA,414
2068,1992,5,1,NA,NA,0,NA,NA,NA,321
2068,1993,6,1,NA,31,0,NA,NA,NA,443
2068,1994,7,1,31,NA,0,NA,NA,NA,435
2068,1995,8,1,NA,29.5,0,NA,NA,NA,357
2068,1996,9,1,29.5,NA,0,NA,NA,NA,575
2069,1988,1,1,18.4,NA,0,NA,NA,NA,457
2069,1989,2,1,NA,NA,0,NA,NA,NA,211
2069,1990,3,1,NA,19.8,2,NA,NA,NA,290
2069,1991,4,1,19.8,23.4,1,NA,NA,NA,414
2069,1992,5,1,23.4,25.3,1,10.8,NA,10.8,321
2069,1993,6,1,25.3,25.6,1,13.5,NA,13.5,443
2069,1994,7,1,25.6,25.6,0,NA,NA,NA,435
2069,1995,8,1,25.6,26.2,0,NA,NA,NA,357
2069,1996,9,1,26.2,NA,0,NA,NA,NA,575
2070,1988,1,1,16.2,NA,0,NA,NA,NA,457
2070,1989,2,1,NA,NA,0,NA,NA,NA,211
2070,1990,3,1,NA,25.7,0,NA,NA,NA,290
2070,1991,4,1,25.7,26,0,NA,NA,NA,414
2070,1992,5,1,26,NA,0,NA,NA,NA,321
2070,1993,6,1,NA,NA,0,NA,NA,NA,443
2070,1994,7,1,NA,NA,0,NA,NA,NA,435
2070,1995,8,1,NA,NA,0,NA,NA,NA,357
2070,1996,9,1,NA,NA,0,NA,NA,NA,575
2071,1988,1,1,18,NA,0,NA,NA,NA,457
2071,1989,2,1,NA,NA,0,NA,NA,NA,211
2071,1990,3,1,NA,NA,1,NA,NA,NA,290
2071,1991,4,1,NA,16.2,1,13.1,NA,13.1,414
2071,1992,5,1,16.2,NA,1,NA,NA,NA,321
2071,1993,6,1,NA,26.2,0,NA,NA,NA,443
2071,1994,7,1,26.2,23.1,1,12.4,NA,12.4,435
2071,1995,8,1,23.1,NA,2,NA,14.7,14.7,357
2071,1996,9,1,NA,22.1,0,NA,NA,NA,575
2072,1988,1,1,16.8,NA,0,NA,NA,NA,457
2072,1989,2,1,NA,21.4,0,NA,NA,NA,211
2072,1990,3,1,21.4,22.4,0,NA,NA,NA,290
2072,1991,4,1,22.4,21.6,0,NA,NA,NA,414
2072,1992,5,1,21.6,NA,0,NA,NA,NA,321
2072,1993,6,1,NA,NA,0,NA,NA,NA,443
2072,1994,7,1,NA,NA,0,NA,NA,NA,435
2072,1995,8,1,NA,NA,0,NA,NA,NA,357
2072,1996,9,1,NA,22,0,NA,NA,NA,575
2073,1988,1,1,17.9,NA,0,NA,NA,NA,457
2073,1989,2,1,NA,25.6,1,15,NA,15,211
2073,1990,3,1,25.6,25.3,0,NA,NA,NA,290
2073,1991,4,1,25.3,25.1,1,7.4,NA,7.4,414
2073,1992,5,1,25.1,26.2,1,12.3,NA,12.3,321
2073,1993,6,1,26.2,26.4,1,9.3,NA,9.3,443
2073,1994,7,1,26.4,25.7,1,8.5,NA,8.5,435
2073,1995,8,1,25.7,NA,1,11.9,NA,11.9,357
2073,1996,9,1,NA,24.1,1,NA,NA,NA,575
2074,1988,1,1,17.2,NA,0,NA,NA,NA,457
2074,1989,2,1,NA,NA,0,NA,NA,NA,211
2074,1990,3,1,NA,NA,1,NA,NA,NA,290
2074,1991,4,0,NA,NA,0,NA,NA,NA,414
2075,1988,1,1,NA,NA,0,NA,NA,NA,457
2075,1989,2,1,NA,NA,1,NA,NA,NA,211
2075,1990,3,1,NA,NA,0,NA,NA,NA,290
2075,1991,4,1,NA,22.5,1,11.6,NA,11.6,414
2075,1992,5,1,22.5,24.1,1,NA,NA,NA,321
2075,1993,6,1,24.1,21.9,0,NA,NA,NA,443
2075,1994,7,1,21.9,22.5,1,13.3,NA,13.3,435
2075,1995,8,1,22.5,23.8,0,NA,NA,NA,357
2075,1996,9,1,23.8,NA,0,NA,NA,NA,575
2076,1988,1,1,17.1,NA,0,NA,NA,NA,457
2076,1989,2,1,NA,NA,0,NA,NA,NA,211
2076,1990,3,1,NA,18.8,1,15.7,NA,15.7,290
2076,1991,4,1,18.8,22.7,1,12.8,NA,12.8,414
2076,1992,5,1,22.7,24.3,0,NA,NA,NA,321
2076,1993,6,1,24.3,NA,0,NA,NA,NA,443
2076,1994,7,1,NA,25,1,14.8,NA,14.8,435
2076,1995,8,1,25,24.9,1,18.2,NA,18.2,357
2076,1996,9,1,24.9,21.7,0,NA,NA,NA,575
2097,1989,1,1,NA,NA,0,NA,NA,NA,211
2097,1990,2,1,NA,NA,0,NA,NA,NA,290
2097,1991,3,1,NA,NA,0,NA,NA,NA,414
2097,1992,4,1,NA,NA,1,NA,NA,NA,321
2097,1993,5,1,NA,NA,0,NA,NA,NA,443
2097,1994,6,0,NA,NA,0,NA,NA,NA,435
2101,1989,1,0,NA,NA,0,NA,NA,NA,211
2105,1989,1,1,NA,15.3,1,12.7,NA,12.7,211
2105,1990,2,NA,15.3,NA,1,NA,NA,NA,290
2108,1989,1,0,15.8,NA,0,NA,NA,NA,211
2109,1989,1,0,NA,NA,1,NA,NA,NA,211
2110,1989,1,1,10.2,14.6,0,NA,NA,NA,211
2110,1990,2,1,14.6,16.8,0,NA,NA,NA,290
2110,1991,3,0,16.8,NA,0,NA,NA,NA,414
2113,1989,1,0,NA,NA,0,NA,NA,NA,211
2116,1989,1,0,NA,NA,0,NA,NA,NA,211
2120,1989,1,1,NA,19.6,1,12.2,NA,12.2,211
2120,1990,2,1,19.6,22.2,1,15.1,NA,15.1,290
2120,1991,3,0,22.2,NA,0,NA,NA,NA,414
2128,1989,1,1,NA,NA,1,NA,NA,NA,211
2128,1990,2,1,NA,NA,1,NA,NA,NA,290
2128,1991,3,0,NA,NA,0,NA,NA,NA,414
2143,1989,1,1,NA,NA,0,NA,NA,NA,211
2143,1990,2,1,NA,17,1,11.2,NA,11.2,290
2143,1991,3,1,17,17.5,1,8.8,NA,8.8,414
2143,1992,4,1,17.5,NA,0,NA,NA,NA,321
2143,1993,5,1,NA,NA,0,NA,NA,NA,443
2143,1994,6,1,NA,NA,0,NA,NA,NA,435
2143,1995,7,1,NA,17.2,0,NA,NA,NA,357
2143,1996,8,1,17.2,NA,0,NA,NA,NA,575
2146,1989,1,1,NA,NA,0,NA,NA,NA,211
2146,1990,2,1,NA,NA,1,NA,NA,NA,290
2146,1991,3,1,NA,NA,1,NA,NA,NA,414
2146,1992,4,1,NA,25.5,0,NA,NA,NA,321
2146,1993,5,1,25.5,NA,0,NA,NA,NA,443
2146,1994,6,1,NA,NA,0,NA,NA,NA,435
2146,1995,7,1,NA,NA,1,NA,NA,NA,357
2146,1996,8,1,NA,NA,0,NA,NA,NA,575
2154,1989,1,1,NA,NA,0,NA,NA,NA,211
2154,1990,2,1,NA,NA,0,NA,NA,NA,290
2154,1991,3,1,NA,NA,1,NA,NA,NA,414
2154,1992,4,1,NA,NA,0,NA,NA,NA,321
2154,1993,5,1,NA,NA,0,NA,NA,NA,443
2154,1994,6,1,NA,NA,1,NA,NA,NA,435
2154,1995,7,1,NA,NA,0,NA,NA,NA,357
2154,1996,8,1,NA,21.9,1,NA,NA,NA,575
2159,1989,1,1,14.6,NA,0,NA,NA,NA,211
2159,1990,2,1,NA,24.6,0,NA,NA,NA,290
2159,1991,3,1,24.6,25.7,0,NA,NA,NA,414
2159,1992,4,1,25.7,26.3,0,NA,NA,NA,321
2159,1993,5,1,26.3,NA,0,NA,NA,NA,443
2159,1994,6,1,NA,NA,0,NA,NA,NA,435
2159,1995,7,1,NA,26.5,0,NA,NA,NA,357
2159,1996,8,NA,26.5,NA,0,NA,NA,NA,575
2164,1989,1,1,NA,18.8,1,14.2,NA,14.2,211
2164,1990,2,1,18.8,17.7,1,12.4,NA,12.4,290
2164,1991,3,1,17.7,21.6,2,10.6,11,10.8,414
2164,1992,4,0,21.6,NA,1,12.6,NA,12.6,321
2165,1989,1,1,NA,NA,1,NA,NA,NA,211
2165,1990,2,1,NA,20.7,1,13.8,NA,13.8,290
2165,1991,3,1,20.7,21.5,0,NA,NA,NA,414
2165,1992,4,1,21.5,22,1,15.8,NA,15.8,321
2165,1993,5,1,22,22.1,0,NA,NA,NA,443
2165,1994,6,0,22.1,NA,0,NA,NA,NA,435
2166,1989,1,NA,NA,NA,0,NA,NA,NA,211
2166,1990,2,NA,NA,NA,0,NA,NA,NA,290
2166,1991,3,NA,NA,NA,0,NA,NA,NA,414
2166,1992,4,NA,NA,23.1,0,NA,NA,NA,321
2166,1993,5,NA,23.1,31.2,0,NA,NA,NA,443
2166,1994,6,1,31.2,NA,0,NA,NA,NA,435
2166,1995,7,1,NA,20.7,0,NA,NA,NA,357
2166,1996,8,1,20.7,20.8,1,NA,NA,NA,575
2167,1989,1,1,NA,16.6,1,12.6,NA,12.6,211
2167,1990,2,1,16.6,18.1,0,NA,NA,NA,290
2167,1991,3,1,18.1,19.5,1,11.4,NA,11.4,414
2167,1992,4,1,19.5,21.9,1,13.2,NA,13.2,321
2167,1993,5,1,21.9,20.3,1,NA,NA,NA,443
2167,1994,6,1,20.3,21.5,1,13.3,NA,13.3,435
2167,1995,7,1,21.5,NA,1,NA,NA,NA,357
2167,1996,8,1,NA,21.2,1,12,NA,12,575
2168,1989,1,1,NA,NA,1,NA,NA,NA,211
2168,1990,2,1,NA,NA,1,NA,NA,NA,290
2168,1991,3,1,NA,NA,0,NA,NA,NA,414
2168,1992,4,1,NA,22.7,0,NA,NA,NA,321
2168,1993,5,1,22.7,NA,0,NA,NA,NA,443
2168,1994,6,1,NA,NA,0,NA,NA,NA,435
2168,1995,7,1,NA,NA,0,NA,NA,NA,357
2168,1996,8,1,NA,NA,1,NA,NA,NA,575
2169,1989,1,1,11,19.8,1,10.7,NA,10.7,211
2169,1990,2,1,19.8,20.2,0,NA,NA,NA,290
2169,1991,3,1,20.2,21.4,0,NA,NA,NA,414
2169,1992,4,1,21.4,17.9,1,17,NA,17,321
2169,1993,5,1,17.9,23.1,0,NA,NA,NA,443
2169,1994,6,1,23.1,22,0,NA,NA,NA,435
2169,1995,7,1,22,20.7,0,NA,NA,NA,357
2169,1996,8,1,20.7,22.4,0,NA,NA,NA,575
2170,1989,1,1,NA,22.4,0,NA,NA,NA,211
2170,1990,2,1,22.4,21.7,0,NA,NA,NA,290
2170,1991,3,1,21.7,NA,0,NA,NA,NA,414
2170,1992,4,1,NA,24.3,1,14.9,NA,14.9,321
2170,1993,5,1,24.3,23.8,0,NA,NA,NA,443
2170,1994,6,1,23.8,NA,0,NA,NA,NA,435
2170,1995,7,1,NA,24.2,0,NA,NA,NA,357
2170,1996,8,1,24.2,24.5,1,12.8,NA,12.8,575
2171,1989,1,1,NA,22.7,0,NA,NA,NA,211
2171,1990,2,1,22.7,23.7,0,NA,NA,NA,290
2171,1991,3,1,23.7,NA,0,NA,NA,NA,414
2171,1992,4,1,NA,24.9,0,NA,NA,NA,321
2171,1993,5,1,24.9,26.3,0,NA,NA,NA,443
2171,1994,6,1,26.3,NA,0,NA,NA,NA,435
2171,1995,7,1,NA,27.3,0,NA,NA,NA,357
2171,1996,8,1,27.3,27.3,0,NA,NA,NA,575
2172,1989,1,1,11.2,18.2,0,NA,NA,NA,211
2172,1990,2,1,18.2,19,1,14.1,NA,14.1,290
2172,1991,3,1,19,NA,0,NA,NA,NA,414
2172,1992,4,1,NA,NA,0,NA,NA,NA,321
2172,1993,5,1,NA,NA,0,NA,NA,NA,443
2174,1989,1,1,17.2,24.8,0,NA,NA,NA,211
2174,1990,2,1,24.8,23.5,0,NA,NA,NA,290
2174,1991,3,1,23.5,25.1,0,NA,NA,NA,414
2174,1992,4,1,25.1,27.7,0,NA,NA,NA,321
2174,1993,5,1,27.7,NA,0,NA,NA,NA,443
2174,1994,6,1,NA,NA,0,NA,NA,NA,435
2174,1995,7,1,NA,28.2,0,NA,NA,NA,357
2174,1996,8,1,28.2,NA,0,NA,NA,NA,575
2175,1989,1,1,NA,18.3,0,NA,NA,NA,211
2175,1990,2,1,18.3,17.9,0,NA,NA,NA,290
2175,1991,3,0,17.9,NA,0,NA,NA,NA,414
2176,1989,1,1,NA,21.6,0,NA,NA,NA,211
2176,1990,2,1,21.6,22,1,14.2,NA,14.2,290
2176,1991,3,1,22,25,1,NA,NA,NA,414
2176,1992,4,1,25,25.4,0,NA,NA,NA,321
2176,1993,5,1,25.4,NA,1,NA,NA,NA,443
2176,1994,6,1,NA,NA,1,NA,NA,NA,435
2176,1995,7,1,NA,24.5,0,NA,NA,NA,357
2176,1996,8,1,24.5,NA,1,NA,NA,NA,575
2177,1989,1,1,NA,18,0,NA,NA,NA,211
2177,1990,2,1,18,21.3,1,14.1,NA,14.1,290
2177,1991,3,1,21.3,20.6,0,NA,NA,NA,414
2177,1992,4,1,20.6,NA,1,16.6,NA,16.6,321
2177,1993,5,1,NA,23.2,0,NA,NA,NA,443
2177,1994,6,1,23.2,23.4,1,13.1,NA,13.1,435
2177,1995,7,1,23.4,NA,0,NA,NA,NA,357
2177,1996,8,1,NA,22.8,0,NA,NA,NA,575
2179,1989,1,1,NA,21.6,0,NA,NA,NA,211
2179,1990,2,0,21.6,NA,0,NA,NA,NA,290
2180,1989,1,1,NA,NA,1,NA,NA,NA,211
2180,1990,2,1,NA,15.2,0,NA,NA,NA,290
2180,1991,3,0,15.2,NA,0,NA,NA,NA,414
2181,1989,1,1,11.4,NA,0,NA,NA,NA,211
2181,1990,2,1,NA,17.2,0,NA,NA,NA,290
2181,1991,3,0,17.2,NA,0,NA,NA,NA,414
2214,1989,1,1,NA,19.6,1,11.4,NA,11.4,211
2214,1990,2,1,19.6,NA,0,NA,NA,NA,290
2214,1991,3,1,NA,20.8,0,NA,NA,NA,414
2214,1992,4,1,20.8,23.2,2,10,11.2,10.6,321
2214,1993,5,1,23.2,20.2,0,NA,NA,NA,443
2214,1994,6,1,20.2,22.2,1,9.9,NA,9.9,435
2214,1995,7,1,22.2,21.2,1,14.4,NA,14.4,357
2214,1996,8,1,21.2,20.7,0,NA,NA,NA,575
2241,1990,1,1,NA,NA,0,NA,NA,NA,290
2241,1991,2,0,NA,NA,0,NA,NA,NA,414
2245,1990,1,1,NA,15.9,1,8.8,NA,8.8,290
2245,1991,2,1,15.9,20.2,0,NA,NA,NA,414
2245,1992,3,1,20.2,22.7,0,NA,NA,NA,321
2245,1993,4,1,22.7,NA,1,NA,NA,NA,443
2245,1994,5,1,NA,22.4,0,NA,NA,NA,435
2245,1995,6,1,22.4,NA,0,NA,NA,NA,357
2245,1996,7,1,NA,23.4,0,NA,NA,NA,575
2248,1990,1,1,14.3,22.1,0,NA,NA,NA,290
2248,1991,2,1,22.1,24.3,0,NA,NA,NA,414
2248,1992,3,1,24.3,NA,0,NA,NA,NA,321
2248,1993,4,1,NA,NA,0,NA,NA,NA,443
2248,1994,5,1,NA,NA,0,NA,NA,NA,435
2248,1995,6,1,NA,30.4,0,NA,NA,NA,357
2248,1996,7,1,30.4,NA,0,NA,NA,NA,575
2252,1990,1,1,14,17.8,0,NA,NA,NA,290
2252,1991,2,1,17.8,19.9,0,NA,NA,NA,414
2252,1992,3,1,19.9,22.3,0,NA,NA,NA,321
2252,1993,4,0,22.3,NA,0,NA,NA,NA,443
2253,1990,1,0,NA,NA,0,NA,NA,NA,290
2257,1990,1,0,NA,NA,0,NA,NA,NA,290
2260,1990,1,1,NA,NA,0,NA,NA,NA,290
2260,1991,2,1,NA,21.3,0,NA,NA,NA,414
2260,1992,3,1,21.3,23.6,0,NA,NA,NA,321
2260,1993,4,1,23.6,NA,1,NA,NA,NA,443
2260,1994,5,1,NA,NA,2,NA,NA,NA,435
2260,1995,6,1,NA,24.4,1,15.3,NA,15.3,357
2260,1996,7,1,24.4,NA,0,NA,NA,NA,575
2262,1990,1,1,14.6,15.2,1,10.3,NA,10.3,290
2262,1991,2,1,15.2,NA,0,NA,NA,NA,414
2262,1992,3,1,NA,22.7,2,NA,NA,NA,321
2262,1993,4,1,22.7,NA,1,NA,NA,NA,443
2262,1994,5,1,NA,22.8,2,11.2,10.1,10.65,435
2262,1995,6,1,22.8,NA,2,NA,NA,NA,357
2262,1996,7,1,NA,NA,0,NA,NA,NA,575
2267,1990,1,0,13.2,NA,0,NA,NA,NA,290
2268,1990,1,0,NA,NA,0,NA,NA,NA,290
2272,1990,1,1,NA,NA,1,NA,NA,NA,290
2272,1991,2,0,NA,NA,0,NA,NA,NA,414
2273,1990,1,1,NA,13.4,1,12.3,NA,12.3,290
2273,1991,2,0,13.4,NA,0,NA,NA,NA,414
2275,1990,1,1,NA,NA,1,NA,NA,NA,290
2275,1991,2,1,NA,NA,0,NA,NA,NA,414
2275,1992,3,1,NA,NA,0,NA,NA,NA,321
2275,1993,4,1,NA,NA,1,NA,NA,NA,443
