id,sheep.yr,age,surv,wt,wtt1,rec,rec1.wt,rec2.wt,mean.off.mass,pop.size
2571,1996,6,1,22.8,NA,0,NA,NA,NA,575
2572,1991,1,1,16.8,22.8,0,NA,NA,NA,414
2572,1992,2,1,22.8,25,1,13.6,NA,13.6,321
2572,1993,3,1,25,23.9,0,NA,NA,NA,443
2572,1994,4,1,23.9,25.7,1,10.6,NA,10.6,435
2572,1995,5,1,25.7,26,1,11.9,NA,11.9,357
2572,1996,6,1,26,25.3,0,NA,NA,NA,575
2595,1991,1,0,NA,NA,0,NA,NA,NA,414
2601,1992,1,1,NA,14.3,0,NA,NA,NA,321
2601,1993,2,1,14.3,16,0,NA,NA,NA,443
2601,1994,3,1,16,17,0,NA,NA,NA,435
2601,1995,4,1,17,17.1,0,NA,NA,NA,357
2601,1996,5,1,17.1,16,0,NA,NA,NA,575
2607,1992,1,1,12.2,16.5,1,7.6,NA,7.6,321
2607,1993,2,1,16.5,NA,0,NA,NA,NA,443
2607,1994,3,1,NA,20.6,1,12.4,NA,12.4,435
2607,1995,4,1,20.6,20.7,1,13.6,NA,13.6,357
2607,1996,5,1,20.7,22.6,0,NA,NA,NA,575
2608,1992,1,1,12.1,13.7,1,8.3,NA,8.3,321
2608,1993,2,0,13.7,NA,0,NA,NA,NA,443
2610,1992,1,1,NA,NA,0,NA,NA,NA,321
2610,1993,2,1,NA,NA,0,NA,NA,NA,443
2610,1994,3,1,NA,NA,0,NA,NA,NA,435
2610,1995,4,1,NA,17.4,0,NA,NA,NA,357
2610,1996,5,1,17.4,18,0,NA,NA,NA,575
2611,1992,1,1,NA,NA,0,NA,NA,NA,321
2611,1993,2,1,NA,NA,0,NA,NA,NA,443
2611,1994,3,1,NA,NA,1,NA,NA,NA,435
2611,1995,4,1,NA,26.3,0,NA,NA,NA,357
2611,1996,5,1,26.3,24.3,1,14.7,NA,14.7,575
2612,1992,1,1,NA,NA,0,NA,NA,NA,321
2612,1993,2,1,NA,NA,1,NA,NA,NA,443
2612,1994,3,1,NA,NA,0,NA,NA,NA,435
2612,1995,4,1,NA,19.3,1,13.1,NA,13.1,357
2612,1996,5,1,19.3,21.2,0,NA,NA,NA,575
2617,1992,1,1,11.1,19,0,NA,NA,NA,321
2617,1993,2,1,19,22.4,0,NA,NA,NA,443
2617,1994,3,1,22.4,23.1,1,12.2,NA,12.2,435
2617,1995,4,1,23.1,25.3,1,9.9,NA,9.9,357
2617,1996,5,1,25.3,23.1,0,NA,NA,NA,575
2620,1992,1,1,14.1,19.1,1,NA,NA,NA,321
2620,1993,2,1,19.1,NA,0,NA,NA,NA,443
2620,1994,3,NA,NA,NA,0,NA,NA,NA,435
2620,1995,4,1,NA,NA,0,NA,NA,NA,357
2620,1996,5,1,NA,NA,0,NA,NA,NA,575
2623,1992,1,1,10.6,15.7,0,NA,NA,NA,321
2623,1993,2,1,15.7,NA,0,NA,NA,NA,443
2623,1994,3,1,NA,19.7,0,NA,NA,NA,435
2623,1995,4,1,19.7,19,1,9.3,NA,9.3,357
2623,1996,5,1,19,21.2,1,14.2,NA,14.2,575
2627,1992,1,1,NA,NA,0,NA,NA,NA,321
2627,1993,2,1,NA,NA,1,NA,NA,NA,443
2627,1994,3,1,NA,NA,1,NA,NA,NA,435
2627,1995,4,1,NA,27.1,0,NA,NA,NA,357
2627,1996,5,1,27.1,NA,0,NA,NA,NA,575
2629,1992,1,1,8.8,NA,0,NA,NA,NA,321
2629,1993,2,1,NA,NA,0,NA,NA,NA,443
2631,1992,1,1,11.6,15,1,NA,NA,NA,321
2631,1993,2,1,15,19,0,NA,NA,NA,443
2631,1994,3,1,19,18.2,0,NA,NA,NA,435
2631,1995,4,1,18.2,20,0,NA,NA,NA,357
2631,1996,5,1,20,NA,1,11.8,NA,11.8,575
2632,1992,1,1,13.8,NA,0,NA,NA,NA,321
2632,1993,2,1,NA,NA,1,NA,NA,NA,443
2632,1994,3,1,NA,NA,0,NA,NA,NA,435
2632,1995,4,1,NA,24.3,0,NA,NA,NA,357
2632,1996,5,1,24.3,NA,1,NA,NA,NA,575
2634,1992,1,0,16.5,NA,0,NA,NA,NA,321
2637,1992,1,1,12.6,17,0,NA,NA,NA,321
2637,1993,2,1,17,20.2,1,12,NA,12,443
2637,1994,3,1,20.2,22.7,1,14.8,NA,14.8,435
2637,1995,4,1,22.7,23.2,1,NA,NA,NA,357
2637,1996,5,1,23.2,NA,2,NA,NA,NA,575
2638,1992,1,0,11.9,NA,0,NA,NA,NA,321
2640,1992,1,1,NA,NA,0,NA,NA,NA,321
2640,1993,2,1,NA,21.5,0,NA,NA,NA,443
2640,1994,3,1,21.5,NA,1,NA,NA,NA,435
2640,1995,4,1,NA,NA,1,NA,NA,NA,357
2640,1996,5,1,NA,24,0,NA,NA,NA,575
2641,1992,1,1,NA,17.4,1,9.7,NA,9.7,321
2641,1993,2,1,17.4,NA,1,NA,NA,NA,443
2641,1994,3,1,NA,22.9,0,NA,NA,NA,435
2641,1995,4,1,22.9,21.8,1,9.4,NA,9.4,357
2641,1996,5,1,21.8,21.5,0,NA,NA,NA,575
2643,1992,1,1,15.9,17.7,0,NA,NA,NA,321
2643,1993,2,0,17.7,NA,0,NA,NA,NA,443
2644,1992,1,1,14.9,20.4,0,NA,NA,NA,321
2644,1993,2,1,20.4,22,1,13.4,NA,13.4,443
2644,1994,3,1,22,23.9,0,NA,NA,NA,435
2644,1995,4,1,23.9,NA,0,NA,NA,NA,357
2644,1996,5,1,NA,NA,0,NA,NA,NA,575
2647,1992,1,1,NA,NA,0,NA,NA,NA,321
2647,1993,2,1,NA,NA,0,NA,NA,NA,443
2647,1994,3,0,NA,NA,1,NA,NA,NA,435
2651,1992,1,1,NA,NA,0,NA,NA,NA,321
2651,1993,2,1,NA,NA,1,NA,NA,NA,443
2651,1994,3,1,NA,NA,1,NA,NA,NA,435
2651,1995,4,1,NA,NA,0,NA,NA,NA,357
2651,1996,5,1,NA,21.8,0,NA,NA,NA,575
2653,1992,1,1,NA,NA,0,NA,NA,NA,321
2653,1993,2,1,NA,NA,0,NA,NA,NA,443
2653,1994,3,1,NA,NA,0,NA,NA,NA,435
2653,1995,4,1,NA,24.1,0,NA,NA,NA,357
2653,1996,5,1,24.1,NA,0,NA,NA,NA,575
2656,1992,1,0,NA,NA,0,NA,NA,NA,321
2657,1992,1,0,12.3,NA,0,NA,NA,NA,321
2658,1992,1,1,15.4,19.7,0,NA,NA,NA,321
2658,1993,2,1,19.7,22.5,1,NA,NA,NA,443
2658,1994,3,1,22.5,24.1,0,NA,NA,NA,435
2658,1995,4,1,24.1,23.4,1,12,NA,12,357
2658,1996,5,1,23.4,21.4,2,8.5,8.6,8.55,575
2659,1992,1,1,NA,NA,0,NA,NA,NA,321
2659,1993,2,1,NA,NA,1,NA,NA,NA,443
2659,1994,3,1,NA,NA,0,NA,NA,NA,435
2659,1995,4,1,NA,23.3,1,NA,NA,NA,357
2659,1996,5,1,23.3,NA,0,NA,NA,NA,575
2663,1992,1,1,11.4,15.6,0,NA,NA,NA,321
2663,1993,2,0,15.6,NA,0,NA,NA,NA,443
2664,1992,1,1,6.8,NA,0,NA,NA,NA,321
2666,1992,1,1,NA,20.4,1,NA,NA,NA,321
2666,1993,2,1,20.4,24.6,0,NA,NA,NA,443
2666,1994,3,1,24.6,25.9,0,NA,NA,NA,435
2666,1995,4,1,25.9,NA,0,NA,NA,NA,357
2666,1996,5,1,NA,NA,0,NA,NA,NA,575
2668,1992,1,1,12.8,17.2,0,NA,NA,NA,321
2668,1993,2,1,17.2,NA,0,NA,NA,NA,443
2668,1994,3,1,NA,23.1,0,NA,NA,NA,435
2668,1995,4,1,23.1,24.2,0,NA,NA,NA,357
2668,1996,5,1,24.2,NA,1,NA,NA,NA,575
2671,1992,1,1,11.1,NA,0,NA,NA,NA,321
2671,1993,2,1,NA,21.2,0,NA,NA,NA,443
2671,1994,3,0,21.2,NA,0,NA,NA,NA,435
2673,1992,1,1,NA,17.8,0,NA,NA,NA,321
2673,1993,2,1,17.8,21.7,0,NA,NA,NA,443
2673,1994,3,1,21.7,23.5,1,9.7,NA,9.7,435
2673,1995,4,1,23.5,22.6,0,NA,NA,NA,357
2673,1996,5,1,22.6,22.6,0,NA,NA,NA,575
2676,1992,1,1,13.6,19.8,0,NA,NA,NA,321
2676,1993,2,1,19.8,21,1,14.8,NA,14.8,443
2676,1994,3,1,21,23,1,8.6,NA,8.6,435
2676,1995,4,1,23,24.6,1,14.2,NA,14.2,357
2676,1996,5,1,24.6,22.6,1,NA,NA,NA,575
2679,1992,1,0,10.7,NA,0,NA,NA,NA,321
2683,1992,1,1,11.3,NA,1,NA,NA,NA,321
2683,1993,2,1,NA,23.7,0,NA,NA,NA,443
2683,1994,3,1,23.7,NA,1,NA,NA,NA,435
2683,1995,4,1,NA,NA,0,NA,NA,NA,357
2683,1996,5,1,NA,NA,1,NA,NA,NA,575
2684,1992,1,1,13.4,17.4,0,NA,NA,NA,321
2684,1993,2,1,17.4,21.4,1,NA,NA,NA,443
2684,1994,3,1,21.4,NA,0,NA,NA,NA,435
2684,1995,4,1,NA,23.4,0,NA,NA,NA,357
2684,1996,5,1,23.4,22.2,1,NA,NA,NA,575
2686,1992,1,1,13.8,NA,1,NA,NA,NA,321
2686,1993,2,1,NA,19.4,1,7.7,NA,7.7,443
2686,1994,3,1,19.4,21,1,11.2,NA,11.2,435
2686,1995,4,1,21,22.9,1,NA,NA,NA,357
2686,1996,5,1,22.9,22.1,1,14.5,NA,14.5,575
2688,1992,1,1,13.6,19.3,0,NA,NA,NA,321
2688,1993,2,1,19.3,NA,1,NA,NA,NA,443
2688,1994,3,1,NA,21.5,0,NA,NA,NA,435
2688,1995,4,1,21.5,21.9,1,13.9,NA,13.9,357
2688,1996,5,0,21.9,NA,0,NA,NA,NA,575
2695,1992,1,1,7.4,15,0,NA,NA,NA,321
2695,1993,2,1,15,17.8,1,NA,NA,NA,443
2695,1994,3,1,17.8,19.1,1,10.9,NA,10.9,435
2695,1995,4,1,19.1,19,0,NA,NA,NA,357
2695,1996,5,1,19,19.6,0,NA,NA,NA,575
2697,1992,1,1,11,17.1,0,NA,NA,NA,321
2697,1993,2,1,17.1,18,0,NA,NA,NA,443
2697,1994,3,1,18,20.7,1,NA,NA,NA,435
2697,1995,4,1,20.7,20.2,0,NA,NA,NA,357
2697,1996,5,1,20.2,21.8,0,NA,NA,NA,575
2698,1992,1,1,14.6,18.5,1,5.4,NA,5.4,321
2698,1993,2,1,18.5,NA,0,NA,NA,NA,443
2698,1994,3,1,NA,22.5,0,NA,NA,NA,435
2698,1995,4,1,22.5,21.4,0,NA,NA,NA,357
2698,1996,5,1,21.4,23.5,1,12.4,NA,12.4,575
2699,1992,1,1,12.3,16.9,0,NA,NA,NA,321
2699,1993,2,1,16.9,NA,0,NA,NA,NA,443
2699,1994,3,1,NA,20,1,13.6,NA,13.6,435
2699,1995,4,1,20,21.5,0,NA,NA,NA,357
2699,1996,5,1,21.5,NA,0,NA,NA,NA,575
2703,1992,1,1,NA,16.3,0,NA,NA,NA,321
2703,1993,2,1,16.3,NA,0,NA,NA,NA,443
2703,1994,3,1,NA,23.1,0,NA,NA,NA,435
2703,1995,4,1,23.1,NA,0,NA,NA,NA,357
2703,1996,5,1,NA,NA,0,NA,NA,NA,575
2706,1992,1,1,14.8,18.3,0,NA,NA,NA,321
2706,1993,2,1,18.3,21.7,1,NA,NA,NA,443
2706,1994,3,1,21.7,24.2,0,NA,NA,NA,435
2706,1995,4,1,24.2,25.7,1,7.6,NA,7.6,357
2706,1996,5,1,25.7,NA,0,NA,NA,NA,575
2707,1992,1,1,13.1,18.1,1,6.1,NA,6.1,321
2707,1993,2,1,18.1,20.6,0,NA,NA,NA,443
2707,1994,3,1,20.6,20.2,0,NA,NA,NA,435
2707,1995,4,1,20.2,25,1,13.6,NA,13.6,357
2707,1996,5,1,25,24.7,0,NA,NA,NA,575
2792,1993,1,1,NA,NA,0,NA,NA,NA,443
2792,1994,2,1,NA,NA,0,NA,NA,NA,435
2792,1995,3,1,NA,NA,1,NA,NA,NA,357
2792,1996,4,1,NA,22.4,0,NA,NA,NA,575
2794,1993,1,0,14.6,NA,0,NA,NA,NA,443
2799,1993,1,1,10.5,NA,0,NA,NA,NA,443
2799,1994,2,1,NA,20.8,0,NA,NA,NA,435
2799,1995,3,1,20.8,21.4,0,NA,NA,NA,357
2799,1996,4,1,21.4,22.5,0,NA,NA,NA,575
2800,1993,1,1,NA,19.7,0,NA,NA,NA,443
2800,1994,2,1,19.7,NA,0,NA,NA,NA,435
2800,1995,3,1,NA,24.4,1,13.7,NA,13.7,357
2800,1996,4,1,24.4,NA,0,NA,NA,NA,575
2803,1993,1,0,11.9,NA,0,NA,NA,NA,443
2804,1993,1,1,15,18.4,0,NA,NA,NA,443
2804,1994,2,1,18.4,NA,0,NA,NA,NA,435
2804,1995,3,1,NA,22,0,NA,NA,NA,357
2804,1996,4,1,22,NA,0,NA,NA,NA,575
2806,1993,1,0,12.6,NA,0,NA,NA,NA,443
2807,1993,1,1,16.6,21.5,0,NA,NA,NA,443
2807,1994,2,1,21.5,25.7,1,12.6,NA,12.6,435
2807,1995,3,1,25.7,25.7,1,16.3,NA,16.3,357
2807,1996,4,1,25.7,NA,1,NA,NA,NA,575
2809,1993,1,0,11.8,NA,0,NA,NA,NA,443
2815,1993,1,0,NA,NA,0,NA,NA,NA,443
2819,1993,1,1,NA,NA,0,NA,NA,NA,443
2819,1994,2,1,NA,NA,0,NA,NA,NA,435
2819,1995,3,1,NA,NA,1,NA,NA,NA,357
2819,1996,4,1,NA,22.4,0,NA,NA,NA,575
2820,1993,1,1,NA,NA,0,NA,NA,NA,443
2820,1994,2,0,NA,NA,0,NA,NA,NA,435
2821,1993,1,1,NA,NA,0,NA,NA,NA,443
2821,1994,2,1,NA,NA,1,NA,NA,NA,435
2821,1995,3,1,NA,NA,1,NA,NA,NA,357
2821,1996,4,1,NA,NA,1,NA,NA,NA,575
2823,1993,1,0,10.1,NA,0,NA,NA,NA,443
2824,1993,1,0,10.6,NA,0,NA,NA,NA,443
2825,1993,1,0,NA,NA,0,NA,NA,NA,443
2829,1993,1,1,13.9,NA,0,NA,NA,NA,443
2829,1994,2,1,NA,23.4,1,9.8,NA,9.8,435
2829,1995,3,1,23.4,NA,0,NA,NA,NA,357
2829,1996,4,1,NA,22.5,1,12.4,NA,12.4,575
2830,1993,1,1,15,NA,0,NA,NA,NA,443
2830,1994,2,1,NA,21.4,1,11.1,NA,11.1,435
2830,1995,3,1,21.4,23,1,14.1,NA,14.1,357
2830,1996,4,1,23,NA,0,NA,NA,NA,575
2831,1993,1,0,NA,NA,0,NA,NA,NA,443
2832,1993,1,0,NA,NA,1,NA,NA,NA,443
2833,1993,1,0,14.9,NA,0,NA,NA,NA,443
2834,1993,1,1,13.6,18.1,1,NA,NA,NA,443
2834,1994,2,1,18.1,22.8,0,NA,NA,NA,435
2834,1995,3,1,22.8,23.1,1,12.9,NA,12.9,357
2834,1996,4,1,23.1,18,0,NA,NA,NA,575
2835,1993,1,0,NA,NA,0,NA,NA,NA,443
2836,1993,1,0,NA,NA,0,NA,NA,NA,443
2839,1993,1,0,NA,NA,0,NA,NA,NA,443
2841,1993,1,1,15,18.4,0,NA,NA,NA,443
2841,1994,2,1,18.4,22.5,0,NA,NA,NA,435
2841,1995,3,1,22.5,NA,0,NA,NA,NA,357
2841,1996,4,1,NA,23.8,0,NA,NA,NA,575
2842,1993,1,1,16.2,NA,0,NA,NA,NA,443
2842,1994,2,1,NA,25.3,1,NA,NA,NA,435
2842,1995,3,1,25.3,22.5,2,11.1,11.2,11.15,357
2842,1996,4,1,22.5,24.5,0,NA,NA,NA,575
2843,1993,1,1,NA,NA,0,NA,NA,NA,443
2843,1994,2,1,NA,NA,1,NA,NA,NA,435
2843,1995,3,1,NA,25,0,NA,NA,NA,357
2843,1996,4,1,25,NA,0,NA,NA,NA,575
2844,1993,1,0,NA,NA,0,NA,NA,NA,443
2845,1993,1,1,NA,17.2,0,NA,NA,NA,443
2845,1994,2,0,17.2,NA,0,NA,NA,NA,435
2846,1993,1,0,13.4,NA,0,NA,NA,NA,443
2847,1993,1,1,15.8,NA,0,NA,NA,NA,443
2847,1994,2,1,NA,23.2,1,NA,NA,NA,435
2847,1995,3,1,23.2,24.2,1,14.3,NA,14.3,357
2847,1996,4,1,24.2,NA,0,NA,NA,NA,575
2849,1993,1,0,12.9,NA,0,NA,NA,NA,443
2853,1993,1,1,13.6,17,0,NA,NA,NA,443
2853,1994,2,1,17,20.7,1,NA,NA,NA,435
2853,1995,3,1,20.7,20.9,0,NA,NA,NA,357
2853,1996,4,1,20.9,18.7,0,NA,NA,NA,575
2854,1993,1,0,11.9,NA,0,NA,NA,NA,443
2855,1993,1,0,15,NA,0,NA,NA,NA,443
2859,1993,1,0,NA,NA,0,NA,NA,NA,443
2860,1993,1,1,NA,17,0,NA,NA,NA,443
2860,1994,2,1,17,20.8,1,NA,NA,NA,435
2860,1995,3,1,20.8,23,0,NA,NA,NA,357
2860,1996,4,1,23,22.4,2,NA,12.5,12.5,575
2861,1993,1,1,15.7,NA,0,NA,NA,NA,443
2861,1994,2,1,NA,24.6,0,NA,NA,NA,435
2861,1995,3,1,24.6,24.2,0,NA,NA,NA,357
2861,1996,4,1,24.2,NA,0,NA,NA,NA,575
2862,1993,1,0,NA,NA,0,NA,NA,NA,443
2866,1993,1,0,10,NA,0,NA,NA,NA,443
2867,1993,1,0,11.2,NA,0,NA,NA,NA,443
2868,1993,1,1,17,NA,0,NA,NA,NA,443
2868,1994,2,1,NA,22.4,0,NA,NA,NA,435
2868,1995,3,1,22.4,21.5,0,NA,NA,NA,357
2868,1996,4,1,21.5,26.2,0,NA,NA,NA,575
2870,1993,1,0,10.6,NA,0,NA,NA,NA,443
2871,1993,1,1,12.3,18,0,NA,NA,NA,443
2871,1994,2,1,18,NA,0,NA,NA,NA,435
2871,1995,3,1,NA,23.2,0,NA,NA,NA,357
2871,1996,4,1,23.2,23.4,0,NA,NA,NA,575
2873,1993,1,1,13.2,NA,0,NA,NA,NA,443
2873,1994,2,1,NA,18.7,0,NA,NA,NA,435
2873,1995,3,1,18.7,NA,1,NA,NA,NA,357
2873,1996,4,1,NA,19.8,0,NA,NA,NA,575
2874,1993,1,1,NA,NA,0,NA,NA,NA,443
2874,1994,2,NA,NA,NA,0,NA,NA,NA,435
2874,1995,3,NA,NA,NA,0,NA,NA,NA,357
2874,1996,4,1,NA,NA,0,NA,NA,NA,575
2877,1993,1,0,NA,NA,0,NA,NA,NA,443
2879,1993,1,0,NA,NA,0,NA,NA,NA,443
2881,1993,1,0,11.3,NA,0,NA,NA,NA,443
2882,1993,1,1,12.4,NA,0,NA,NA,NA,443
2882,1994,2,1,NA,NA,0,NA,NA,NA,435
2882,1995,3,1,NA,NA,0,NA,NA,NA,357
2882,1996,4,1,NA,NA,0,NA,NA,NA,575
2883,1993,1,0,NA,NA,0,NA,NA,NA,443
2885,1993,1,1,16.6,NA,0,NA,NA,NA,443
2885,1994,2,1,NA,NA,0,NA,NA,NA,435
2885,1995,3,1,NA,NA,0,NA,NA,NA,357
2885,1996,4,1,NA,NA,0,NA,NA,NA,575
2887,1993,1,0,10.8,NA,0,NA,NA,NA,443
2889,1993,1,0,NA,NA,0,NA,NA,NA,443
2890,1993,1,0,NA,NA,0,NA,NA,NA,443
2891,1993,1,0,NA,NA,0,NA,NA,NA,443
2892,1993,1,1,NA,NA,0,NA,NA,NA,443
2892,1994,2,1,NA,NA,0,NA,NA,NA,435
2892,1995,3,1,NA,22.3,0,NA,NA,NA,357
2892,1996,4,1,22.3,NA,1,NA,NA,NA,575
2893,1993,1,0,11.5,NA,0,NA,NA,NA,443
2895,1993,1,0,NA,NA,0,NA,NA,NA,443
2896,1993,1,0,NA,NA,0,NA,NA,NA,443
2897,1993,1,0,NA,NA,0,NA,NA,NA,443
2898,1993,1,1,12.7,NA,0,NA,NA,NA,443
2898,1994,2,1,NA,20.8,0,NA,NA,NA,435
2898,1995,3,1,20.8,NA,0,NA,NA,NA,357
2898,1996,4,1,NA,23.2,0,NA,NA,NA,575
2899,1993,1,1,12.7,NA,0,NA,NA,NA,443
2899,1994,2,1,NA,NA,0,NA,NA,NA,435
2899,1995,3,1,NA,NA,0,NA,NA,NA,357
2899,1996,4,1,NA,23.4,0,NA,NA,NA,575
2900,1993,1,0,7.6,NA,0,NA,NA,NA,443
2901,1993,1,NA,NA,NA,0,NA,NA,NA,443
2901,1994,2,1,NA,NA,0,NA,NA,NA,435
2901,1995,3,NA,NA,NA,0,NA,NA,NA,357
2901,1996,4,NA,NA,14.5,0,NA,NA,NA,575
2903,1993,1,1,NA,NA,0,NA,NA,NA,443
2903,1994,2,1,NA,20.7,1,NA,NA,NA,435
2903,1995,3,1,20.7,22.4,1,NA,NA,NA,357
2903,1996,4,1,22.4,NA,0,NA,NA,NA,575
2906,1993,1,1,14.7,17,0,NA,NA,NA,443
2906,1994,2,1,17,20.9,0,NA,NA,NA,435
2906,1995,3,1,20.9,NA,0,NA,NA,NA,357
2906,1996,4,1,NA,NA,0,NA,NA,NA,575
2908,1993,1,1,NA,NA,1,NA,NA,NA,443
2908,1994,2,1,NA,22.3,1,10.9,NA,10.9,435
2908,1995,3,1,22.3,NA,0,NA,NA,NA,357
2908,1996,4,1,NA,23.3,2,11.4,10.5,10.95,575
2909,1993,1,0,14.6,NA,0,NA,NA,NA,443
2912,1993,1,0,10.6,NA,0,NA,NA,NA,443
2916,1993,1,1,11.4,13.9,0,NA,NA,NA,443
2916,1994,2,0,13.9,NA,0,NA,NA,NA,435
2918,1993,1,0,NA,NA,0,NA,NA,NA,443
2921,1993,1,1,NA,19.5,0,NA,NA,NA,443
2921,1994,2,1,19.5,20.7,1,9.7,NA,9.7,435
2921,1995,3,1,20.7,NA,1,NA,NA,NA,357
2921,1996,4,1,NA,NA,1,NA,NA,NA,575
2922,1993,1,0,12.2,NA,0,NA,NA,NA,443
2925,1993,1,1,NA,NA,0,NA,NA,NA,443
2925,1994,2,1,NA,NA,0,NA,NA,NA,435
2925,1995,3,1,NA,NA,0,NA,NA,NA,357
2925,1996,4,1,NA,NA,0,NA,NA,NA,575
2926,1993,1,0,11.2,NA,0,NA,NA,NA,443
2927,1993,1,1,NA,15.8,0,NA,NA,NA,443
2927,1994,2,1,15.8,NA,0,NA,NA,NA,435
2927,1995,3,1,NA,18.1,0,NA,NA,NA,357
2927,1996,4,1,18.1,22.4,0,NA,NA,NA,575
2930,1993,1,0,NA,NA,0,NA,NA,NA,443
2931,1993,1,1,NA,16.4,0,NA,NA,NA,443
2931,1994,2,1,16.4,19.1,1,9.4,NA,9.4,435
2931,1995,3,1,19.1,21.2,1,12.3,NA,12.3,357
2931,1996,4,1,21.2,NA,0,NA,NA,NA,575
2937,1993,1,0,9.7,NA,0,NA,NA,NA,443
2938,1993,1,0,8.3,NA,0,NA,NA,NA,443
2941,1993,1,1,14.5,18.4,0,NA,NA,NA,443
2941,1994,2,1,18.4,24.8,0,NA,NA,NA,435
2941,1995,3,1,24.8,24.7,0,NA,NA,NA,357
2941,1996,4,1,24.7,24.8,0,NA,NA,NA,575
2942,1993,1,1,13.9,19.3,0,NA,NA,NA,443
2942,1994,2,1,19.3,NA,0,NA,NA,NA,435
2942,1995,3,1,NA,25,0,NA,NA,NA,357
2942,1996,4,1,25,25.2,0,NA,NA,NA,575
2943,1993,1,1,6.1,NA,0,NA,NA,NA,443
2944,1993,1,1,6.2,NA,0,NA,NA,NA,443
2944,1994,2,1,NA,NA,0,NA,NA,NA,435
2944,1995,3,1,NA,NA,0,NA,NA,NA,357
2947,1993,1,0,13.7,NA,0,NA,NA,NA,443
2950,1993,1,NA,16.2,19.6,0,NA,NA,NA,443
2950,1994,2,1,19.6,NA,0,NA,NA,NA,435
2950,1995,3,1,NA,24.1,0,NA,NA,NA,357
2950,1996,4,1,24.1,23.6,1,10.6,NA,10.6,575
2954,1993,1,NA,15.4,NA,0,NA,NA,NA,443
2954,1994,2,1,NA,23,1,NA,NA,NA,435
2954,1995,3,1,23,23.5,1,15.3,NA,15.3,357
2954,1996,4,1,23.5,25.3,0,NA,NA,NA,575
2956,1993,1,0,14.2,NA,0,NA,NA,NA,443
2957,1993,1,1,10.7,NA,0,NA,NA,NA,443
2959,1993,1,0,NA,NA,0,NA,NA,NA,443
2963,1993,1,1,15.7,21.9,0,NA,NA,NA,443
2963,1994,2,1,21.9,NA,0,NA,NA,NA,435
2963,1995,3,1,NA,25.6,1,13.9,NA,13.9,357
2963,1996,4,1,25.6,26.8,0,NA,NA,NA,575
2964,1993,1,1,12.3,15,0,NA,NA,NA,443
2964,1994,2,1,15,21,0,NA,NA,NA,435
2964,1995,3,1,21,22.1,1,14,NA,14,357
2964,1996,4,1,22.1,22.8,1,7.4,NA,7.4,575
2966,1993,1,NA,NA,NA,0,NA,NA,NA,443
2966,1994,2,NA,NA,23.7,0,NA,NA,NA,435
2966,1995,3,NA,23.7,NA,0,NA,NA,NA,357
2966,1996,4,1,NA,NA,0,NA,NA,NA,575
3002,1994,1,1,NA,15.1,0,NA,NA,NA,435
3002,1995,2,1,15.1,20.3,0,NA,NA,NA,357
3002,1996,3,1,20.3,22,0,NA,NA,NA,575
3003,1994,1,1,NA,NA,0,NA,NA,NA,435
3003,1995,2,0,NA,NA,0,NA,NA,NA,357
3006,1994,1,0,NA,NA,0,NA,NA,NA,435
3008,1994,1,0,13.5,NA,0,NA,NA,NA,435
3009,1994,1,1,NA,NA,0,NA,NA,NA,435
3009,1995,2,1,NA,19.3,0,NA,NA,NA,357
3009,1996,3,1,19.3,20.6,1,13.6,NA,13.6,575
3011,1994,1,1,12,NA,0,NA,NA,NA,435
3012,1994,1,0,15.4,NA,0,NA,NA,NA,435
3014,1994,1,1,13.6,NA,0,NA,NA,NA,435
3014,1995,2,1,NA,NA,1,NA,NA,NA,357
3014,1996,3,1,NA,NA,0,NA,NA,NA,575
3015,1994,1,0,NA,NA,0,NA,NA,NA,435
3017,1994,1,0,NA,NA,0,NA,NA,NA,435
3018,1994,1,0,14.8,NA,0,NA,NA,NA,435
3020,1994,1,0,NA,NA,0,NA,NA,NA,435
3022,1994,1,0,14.1,NA,0,NA,NA,NA,435
3024,1994,1,1,NA,NA,0,NA,NA,NA,435
3024,1995,2,1,NA,NA,0,NA,NA,NA,357
3024,1996,3,1,NA,NA,0,NA,NA,NA,575
3027,1994,1,1,NA,21.6,0,NA,NA,NA,435
3027,1995,2,1,21.6,NA,0,NA,NA,NA,357
3027,1996,3,1,NA,23.8,1,14.5,NA,14.5,575
3029,1994,1,0,12,NA,0,NA,NA,NA,435
3032,1994,1,0,NA,NA,0,NA,NA,NA,435
3033,1994,1,1,NA,NA,0,NA,NA,NA,435
3033,1995,2,1,NA,20,0,NA,NA,NA,357
3033,1996,3,1,20,NA,0,NA,NA,NA,575
3035,1994,1,1,15.9,NA,0,NA,NA,NA,435
3038,1994,1,0,13.8,NA,0,NA,NA,NA,435
3039,1994,1,0,12,NA,0,NA,NA,NA,435
3044,1994,1,0,13.7,NA,0,NA,NA,NA,435
3047,1994,1,0,11.8,NA,0,NA,NA,NA,435
3048,1994,1,1,NA,NA,0,NA,NA,NA,435
3048,1995,2,1,NA,NA,0,NA,NA,NA,357
3048,1996,3,1,NA,NA,0,NA,NA,NA,575
3050,1994,1,0,NA,NA,0,NA,NA,NA,435
3051,1994,1,0,NA,NA,0,NA,NA,NA,435
3052,1994,1,0,NA,NA,0,NA,NA,NA,435
3053,1994,1,0,13.6,NA,0,NA,NA,NA,435
3054,1994,1,0,13.8,NA,0,NA,NA,NA,435
